to,change to lower case,gedit
to,change to upper case,gedit
to,delete to end of line,gnome-terminal
to,delete to start of line,gnome-terminal
to,delete to start of word,gnome-terminal
to,delete word to left,firefox
to,delete word to right,firefox
to,go one word to left,firefox
to,go one word to right,firefox
to,go to beginning,firefox
to,go to beginning of document,gedit
to,go to beginning of line,code
to,go to beginning of line,gedit
to,go to beginning of line,firefox
to,go to definition,code
to,go to end,firefox
to,go to end of document,gedit
to,go to end of line,code
to,go to end of line,gedit
to,go to end of line,firefox
to,go to file,code
to,go to home folder,nautilus
to,go to line,code
to,go to line,gedit
to,go to next error,code
to,go to next tab,nautilus
to,go to next warning,code
to,go to previous error,code
to,go to previous tab,nautilus
to,go to previous warning,code
to,go to symbol,code
to,jump to matching bracket,code
to,move tab to end,firefox
to,move tab to left,gnome-terminal
to,move tab to right,gnome-terminal
to,move tab to start,firefox
to,move to end of line,gnome-terminal
to,move to next frame,firefox
to,move to previous frame,firefox
to,move to start of line,gnome-terminal
to,move to trash,nautilus
to,move to workspace above,general
to,move to workspace below,general
to,move window to last workspace,general
to,open definition to side,code
to,open markdown preview to side,code
to,scroll to bottom,gnome-terminal
to,scroll to bottom in terminal,code
to,scroll to top,gnome-terminal
to,scroll to top in terminal,code
to,seek to beginning,firefox
to,seek to end,firefox
to,switch to last tab,firefox
to,switch to next input source,general
to,switch to next tab,gedit
to,switch to presentation mode,firefox
to,switch to previous input source,general
to,switch to previous tab,gedit
to,switch to tab eight,gnome-terminal
to,switch to tab eight,gedit
to,switch to tab eight,firefox
to,switch to tab eight,nautilus
to,switch to tab five,gnome-terminal
to,switch to tab five,gedit
to,switch to tab five,firefox
to,switch to tab five,nautilus
to,switch to tab four,gnome-terminal
to,switch to tab four,gedit
to,switch to tab four,firefox
to,switch to tab four,nautilus
to,switch to tab nine,gnome-terminal
to,switch to tab nine,gedit
to,switch to tab nine,nautilus
to,switch to tab one,gnome-terminal
to,switch to tab one,gedit
to,switch to tab one,firefox
to,switch to tab one,nautilus
to,switch to tab seven,gnome-terminal
to,switch to tab seven,gedit
to,switch to tab seven,firefox
to,switch to tab seven,nautilus
to,switch to tab six,gnome-terminal
to,switch to tab six,gedit
to,switch to tab six,firefox
to,switch to tab six,nautilus
to,switch to tab ten,gnome-terminal
to,switch to tab three,gnome-terminal
to,switch to tab three,gedit
to,switch to tab three,firefox
to,switch to tab three,nautilus
to,switch to tab two,gnome-terminal
to,switch to tab two,gedit
to,switch to tab two,firefox
to,switch to tab two,nautilus
________________________________________________________________________________
tab,add tab stop,gedit
tab,close tab,gnome-terminal
tab,close tab,gedit
tab,close tab,firefox
tab,close tab,nautilus
tab,go to next tab,nautilus
tab,go to previous tab,nautilus
tab,move tab left,firefox
tab,move tab left,nautilus
tab,move tab right,firefox
tab,move tab right,nautilus
tab,move tab to end,firefox
tab,move tab to left,gnome-terminal
tab,move tab to right,gnome-terminal
tab,move tab to start,firefox
tab,new tab,gnome-terminal
tab,new tab,gedit
tab,new tab,firefox
tab,new tab,nautilus
tab,new tab group,gedit
tab,next tab,code
tab,next tab,gnome-terminal
tab,next tab,firefox
tab,next tab group,gedit
tab,open in new tab,nautilus
tab,previous tab,code
tab,previous tab,gnome-terminal
tab,previous tab,firefox
tab,previous tab group,gedit
tab,remove tab stop,gedit
tab,restore tab,nautilus
tab,switch to last tab,firefox
tab,switch to next tab,gedit
tab,switch to previous tab,gedit
tab,switch to tab eight,gnome-terminal
tab,switch to tab eight,gedit
tab,switch to tab eight,firefox
tab,switch to tab eight,nautilus
tab,switch to tab five,gnome-terminal
tab,switch to tab five,gedit
tab,switch to tab five,firefox
tab,switch to tab five,nautilus
tab,switch to tab four,gnome-terminal
tab,switch to tab four,gedit
tab,switch to tab four,firefox
tab,switch to tab four,nautilus
tab,switch to tab nine,gnome-terminal
tab,switch to tab nine,gedit
tab,switch to tab nine,nautilus
tab,switch to tab one,gnome-terminal
tab,switch to tab one,gedit
tab,switch to tab one,firefox
tab,switch to tab one,nautilus
tab,switch to tab seven,gnome-terminal
tab,switch to tab seven,gedit
tab,switch to tab seven,firefox
tab,switch to tab seven,nautilus
tab,switch to tab six,gnome-terminal
tab,switch to tab six,gedit
tab,switch to tab six,firefox
tab,switch to tab six,nautilus
tab,switch to tab ten,gnome-terminal
tab,switch to tab three,gnome-terminal
tab,switch to tab three,gedit
tab,switch to tab three,firefox
tab,switch to tab three,nautilus
tab,switch to tab two,gnome-terminal
tab,switch to tab two,gedit
tab,switch to tab two,firefox
tab,switch to tab two,nautilus
tab,tab,keys
tab,toggle tab moves focus,code
tab,undo close tab,gedit
tab,undo close tab,firefox
________________________________________________________________________________
switch,switch to last tab,firefox
switch,switch to next input source,general
switch,switch to next tab,gedit
switch,switch to presentation mode,firefox
switch,switch to previous input source,general
switch,switch to previous tab,gedit
switch,switch to tab eight,gnome-terminal
switch,switch to tab eight,gedit
switch,switch to tab eight,firefox
switch,switch to tab eight,nautilus
switch,switch to tab five,gnome-terminal
switch,switch to tab five,gedit
switch,switch to tab five,firefox
switch,switch to tab five,nautilus
switch,switch to tab four,gnome-terminal
switch,switch to tab four,gedit
switch,switch to tab four,firefox
switch,switch to tab four,nautilus
switch,switch to tab nine,gnome-terminal
switch,switch to tab nine,gedit
switch,switch to tab nine,nautilus
switch,switch to tab one,gnome-terminal
switch,switch to tab one,gedit
switch,switch to tab one,firefox
switch,switch to tab one,nautilus
switch,switch to tab seven,gnome-terminal
switch,switch to tab seven,gedit
switch,switch to tab seven,firefox
switch,switch to tab seven,nautilus
switch,switch to tab six,gnome-terminal
switch,switch to tab six,gedit
switch,switch to tab six,firefox
switch,switch to tab six,nautilus
switch,switch to tab ten,gnome-terminal
switch,switch to tab three,gnome-terminal
switch,switch to tab three,gedit
switch,switch to tab three,firefox
switch,switch to tab three,nautilus
switch,switch to tab two,gnome-terminal
switch,switch to tab two,gedit
switch,switch to tab two,firefox
switch,switch to tab two,nautilus
switch,switch windows,general
switch,switch windows directly,general
switch,switch windows of,general
________________________________________________________________________________
line,add line comment,code
line,delete current line,gedit
line,delete line,code
line,delete to end of line,gnome-terminal
line,delete to start of line,gnome-terminal
line,duplicate line,code
line,erase line,gnome-terminal
line,go to beginning of line,code
line,go to beginning of line,gedit
line,go to beginning of line,firefox
line,go to end of line,code
line,go to end of line,gedit
line,go to end of line,firefox
line,go to line,code
line,go to line,gedit
line,indent line,code
line,insert line above,code
line,insert line below,code
line,line down,code
line,line up,code
line,low line,keys
line,move line down,code
line,move line down,gedit
line,move line up,code
line,move line up,gedit
line,move to end of line,gnome-terminal
line,move to start of line,gnome-terminal
line,outdent line,code
line,remove line comment,code
line,scroll down one line,gnome-terminal
line,scroll up one line,gnome-terminal
line,select current line,code
line,toggle line comment,code
line,trim line,code
line,vertical line,keys
________________________________________________________________________________
move,move back one character,gnome-terminal
move,move back one word,gnome-terminal
move,move editor group down,code
move,move editor group left,code
move,move editor group right,code
move,move editor group up,code
move,move editor left,code
move,move editor right,code
move,move forward one character,gnome-terminal
move,move forward one word,gnome-terminal
move,move line down,code
move,move line down,gedit
move,move line up,code
move,move line up,gedit
move,move tab left,firefox
move,move tab left,nautilus
move,move tab right,firefox
move,move tab right,nautilus
move,move tab to end,firefox
move,move tab to left,gnome-terminal
move,move tab to right,gnome-terminal
move,move tab to start,firefox
move,move to end of line,gnome-terminal
move,move to next frame,firefox
move,move to previous frame,firefox
move,move to start of line,gnome-terminal
move,move to trash,nautilus
move,move to workspace above,general
move,move to workspace below,general
move,move window,general
move,move window one workspace down,general
move,move window one workspace up,general
move,move window to last workspace,general
move,move word left,gedit
move,move word right,gedit
________________________________________________________________________________
window,activate window menu,general
window,close window,code
window,close window,general
window,close window,gnome-terminal
window,close window,gedit
window,close window,firefox
window,close window,nautilus
window,copy window screenshot,general
window,hide window,general
window,library window bookmarks,firefox
window,library window history,firefox
window,maximize window,general
window,move window,general
window,move window one workspace down,general
window,move window one workspace up,general
window,move window to last workspace,general
window,new private window,firefox
window,new window,code
window,new window,gnome-terminal
window,new window,gedit
window,new window,firefox
window,new window,nautilus
window,open file and close window,nautilus
window,open file in new window,code
